Epoch 1/2
	 * Train loss: 2.846158209108699
	 * Validation loss: 2.850098661075896
Epoch 2/2
	 * Train loss: 2.777072689969376
	 * Validation loss: 2.8156563796617338
Accuracy on test data: 0.1527777777777778
         82445611 function calls (82409333 primitive calls) in 200.966 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1206    0.001    0.000    0.053    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/tqdm/utils.py:374(_text_width)
    12915    0.001    0.000    0.001    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/artist.py:293(axes)
     3425    0.001    0.000    0.002    0.000 {built-in method builtins.any}
     1777    0.001    0.000    0.002    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/cbook.py:909(get_siblings)
      627    0.001    0.000    0.006    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/font_manager.py:1525(get_font)
      402    0.001    0.000    0.001    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/tqdm/std.py:186(__format__)
      402    0.001    0.000    0.045    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/tqdm/std.py:457(print_status)
     8868    0.001    0.000    0.001    0.000 {built-in method builtins.hasattr}
     1377    0.001    0.000    0.004    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/transforms.py:2348(__init__)
        3    0.001    0.000    0.005    0.002 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/core/frame.py:683(__init__)
     3852    0.001    0.000    0.003    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/font_manager.py:1289(<genexpr>)
      102    0.001    0.000    0.003    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/ticker.py:781(_set_format)
      701    0.001    0.000    0.021    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/markers.py:306(_set_marker)
     5391    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
     1490    0.001    0.000    0.005    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/transforms.py:2498(composite_transform_factory)
      627    0.001    0.000    0.018    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/font_manager.py:1303(_find_fonts_by_props)
     3266    0.001    0.000    0.002    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:686(__call__)
        1    0.001    0.001    0.049    0.049 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/seaborn/matrix.py:249(_annotate_heatmap)
2001/1826    0.001    0.000    0.083    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/artist.py:1223(set)
     1881    0.001    0.000    0.002    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/cbook.py:1324(is_math_text)
        1    0.001    0.001    0.012    0.012 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/seaborn/matrix.py:100(__init__)
     1558    0.001    0.000    0.006    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/transforms.py:1998(rotate_deg)
     1081    0.001    0.000    0.001    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/cbook.py:181(__init__)
        4    0.001    0.000    0.001    0.000 {built-in method torch.empty}
      402    0.001    0.000    0.022    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/tqdm/std.py:451(fp_write)
     4139    0.001    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/copyreg.py:104(__newobj__)
        4    0.001    0.000    0.001    0.000 {method 'item' of 'torch._C.TensorBase' objects}
    17859    0.001    0.000    0.001    0.000 {built-in method builtins.id}
      810    0.001    0.000    0.004    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axes/_base.py:836(<dictcomp>)
      684    0.001    0.000    0.007    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axis.py:508(update_position)
      316    0.001    0.000    0.001    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/lib/shape_base.py:612(column_stack)
      330    0.001    0.000    0.003    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/colors.py:310(_to_rgba_no_colorcycle)
2001/1826    0.001    0.000    0.084    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/artist.py:147(<lambda>)
     2682    0.001    0.000    0.013    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/font_manager.py:649(__eq__)
      627    0.001    0.000    0.026    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/backends/backend_agg.py:250(_prepare_font)
3086/1933    0.001    0.000    0.001    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/transforms.py:2398(<lambda>)
     1049    0.001    0.000    0.002    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/font_manager.py:814(set_size)
     2789    0.001    0.000    0.004    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/pyplot.py:966(_auto_draw_if_interactive)
      398    0.001    0.000    0.152    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/torch/utils/data/_utils/collate.py:216(default_collate)
5712/5709    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x104e84cd0}
  401/400    0.001    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:359(inner)
     2793    0.001    0.000    0.003    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/__init__.py:1285(is_interactive)
     7634    0.001    0.000    0.001    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/transforms.py:1036(get_points)
      123    0.001    0.000    0.002    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/core/numeric.py:2330(within_tol)
       37    0.001    0.000    0.002    0.000 {built-in method builtins.__build_class__}
      632    0.001    0.000    0.014    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/text.py:194(update)
     6037    0.001    0.000    0.001    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/transforms.py:1929(get_matrix)
     3721    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
      323    0.001    0.000    0.002    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/artist.py:1155(update_from)
     5405    0.001    0.000    0.003    0.000 {built-in method builtins.setattr}
      123    0.001    0.000    0.016    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axis.py:1497(get_minorticklocs)
      324    0.001    0.000    0.040    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axes/_axes.py:630(text)
     9727    0.001    0.000    0.001    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/font_manager.py:655(get_family)
      574    0.001    0.000    0.005    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axis.py:447(update_position)
      408    0.001    0.000    0.001    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
      429    0.001    0.000    0.003    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/path.py:99(__init__)
        2    0.001    0.000    0.002    0.001 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/core/internals/construction.py:237(ndarray_to_mgr)
      892    0.001    0.000    0.001    0.000 {built-in method builtins.round}
     2770    0.001    0.000    0.005    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/figure.py:68(_stale_figure_callback)
     9933    0.001    0.000    0.001    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/font_manager.py:700(get_size)
      566    0.001    0.000    0.037    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/text.py:104(__init__)
     1627    0.001    0.000    0.001    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/font_manager.py:722(set_family)
     9100    0.001    0.000    0.001    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/font_manager.py:671(get_style)
      8/5    0.001    0.000    0.001    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/gridspec.py:144(get_grid_positions)
      972    0.001    0.000    0.018    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/artist.py:1229(_cm_set)
     1703    0.001    0.000    0.004    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/core/fromnumeric.py:2836(min)
     2312    0.001    0.000    0.002    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/artist.py:269(convert_xunits)
2410/2139    0.001    0.000    0.062    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/artist.py:1212(_internal_update)
     9100    0.001    0.000    0.001    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/font_manager.py:677(get_variant)
    10830    0.001    0.000    0.001    0.000 {method 'values' of 'dict' objects}
     1828    0.001    0.000    0.005    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/core/fromnumeric.py:200(reshape)
     2078    0.001    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/copy.py:243(_keep_alive)
        1    0.001    0.001    0.003    0.003 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/core/frame.py:7890(_arith_method)
      102    0.001    0.000    0.002    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/ticker.py:708(_compute_offset)
     9100    0.001    0.000    0.001    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/font_manager.py:692(get_stretch)
     9100    0.001    0.000    0.001    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/font_manager.py:683(get_weight)
     2842    0.001    0.000    0.003    0.000 {method 'max' of 'numpy.ndarray' objects}
     1575    0.001    0.000    0.001    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/text.py:683(_get_wrapped_text)
  416/400    0.001    0.000    0.001    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/spines.py:339(get_spine_transform)
      408    0.001    0.000    0.002    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/tqdm/std.py:106(release)
     3266    0.001    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:1093(__new__)
     1277    0.001    0.000    0.010    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/transforms.py:2406(transform_affine)
      918    0.001    0.000    0.001    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/lines.py:1197(_set_markercolor)
      366    0.001    0.000    0.001    0.000 {method 'round' of 'numpy.ndarray' objects}
        7    0.001    0.000    0.050    0.007 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axes/_base.py:1254(__clear)
     1184    0.001    0.000    0.001    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/text.py:1246(set_verticalalignment)
      630    0.001    0.000    0.003    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/text.py:982(set_color)
  443/441    0.001    0.000    0.002    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/transforms.py:1777(__eq__)
      303    0.001    0.000    0.002    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/lib/stride_tricks.py:480(broadcast_arrays)
      402    0.001    0.000    0.001    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/tqdm/std.py:153(__init__)
      627    0.001    0.000    0.001    0.000 {method 'clear' of 'matplotlib.ft2font.FT2Font' objects}
     1354    0.001    0.000    0.008    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/transforms.py:804(from_bounds)
  810/792    0.001    0.000    0.006    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axes/_base.py:833(_unstale_viewLim)
      472    0.001    0.000    0.001    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/transforms.py:2576(__init__)
     2374    0.001    0.000    0.004    0.000 {method 'min' of 'numpy.ndarray' objects}
       28    0.001    0.000    0.002    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/patches.py:48(__init__)
     8190    0.001    0.000    0.001    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/font_manager.py:864(get_math_fontfamily)
       30    0.001    0.000    0.009    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axis.py:924(reset_ticks)
      852    0.001    0.000    0.002    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/ticker.py:572(__call__)
       49    0.001    0.000    0.001    0.000 {method 'sort' of 'numpy.ndarray' objects}
     1175    0.001    0.000    0.001    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/text.py:997(set_horizontalalignment)
      506    0.001    0.000    0.002    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/markers.py:257(_recache)
     8192    0.001    0.000    0.001    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/font_manager.py:706(get_file)
      345    0.001    0.000    0.007    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/colors.py:409(to_rgba_array)
     8503    0.001    0.000    0.001    0.000 {built-in method builtins.ord}
     1478    0.001    0.000    0.006    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/transforms.py:1340(__add__)
     1037    0.001    0.000    0.002    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/artist.py:730(set_figure)
     2623    0.001    0.000    0.001    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/cbook.py:1851(_str_equal)
        2    0.001    0.000    0.407    0.204 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/backend_bases.py:3404(new_figure_manager)
      398    0.001    0.000    0.126    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/torch/utils/data/_utils/collate.py:144(<listcomp>)
     1894    0.001    0.000    0.001    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/artist.py:450(get_transform)
      944    0.001    0.000    0.001    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/transforms.py:2030(translate)
